pricing_plan_id,app_id,feature
977,577,Unlimited Users & Sales Channels
977,577,Free Pitney Bowes Account
978,578,Unlimited Tickets with A Limit of 5 Active Tickets
978,578,Active Ticket Limit encourages quick response & resolution times for your customers.
979,578,Unlimited Tickets with A Limit of 10 Active Tickets
979,578,Active Ticket Limit encourages quick response & resolution times for your customers.
980,578,Unlimited Tickets with A Limit of 15 Active Tickets
980,578,Active Ticket Limit encourages quick response & resolution times for your customers.
981,578,Unlimited Tickets with A Limit of 20 Active Tickets
981,578,Active Ticket Limit encourages quick response & resolution times for your customers.
982,579,Per file:
982,579,10 Products
982,579,10 Collections
982,579,10 Customers
982,579,10 Discounts
982,579,10 Orders
982,579,10 Payouts
982,579,10 Pages
982,579,10 Blog Posts
982,579,10 Redirects
982,579,=
982,579,No monthly limit
983,579,Per file:
983,579,5K Products
983,579,300 Collections
983,579,2K Customers
983,579,300 Discounts
983,579,1K Orders
983,579,366 Payouts
983,579,50 Pages
983,579,50 Blogs
983,579,10K Redirects
983,579,=
983,579,No monthly limit
984,579,Per file:
984,579,50K Products
984,579,3K Collections
984,579,20K Customers
984,579,3K Discounts
984,579,10K Orders
984,579,3660 Payouts
984,579,500 Pages
984,579,500 Blogs
984,579,100K Redirects
984,579,=
984,579,No monthly limit
984,579,5x speed
985,579,Everything Unlimited
985,579,10x speed
985,579,Import images from your computer
986,580,Basic plan to allow scanning and updating items.
987,580,Multiple locations
987,580,"Advanced cycle counts support tags, can be customized to scan specific items so that you can easily set unscanned to zero"
988,580,"Add-on allows scanning unlimited items per session. Good for 30 days. Not billed monthly, despite description. Not recurring."
989,581,Unlimited product recommendations
989,581,Spend threshold offers
989,581,"Offer products by type, collection or product"
989,581,Display as a pop up or on the page
990,581,All Basic plan features
990,581,Upsell and cross sell offers
990,581,Customer group offers
990,581,Returning customer offers
990,581,Build complex custom offers
991,582,Process up to 50 orders/month
991,582,Process up to 50 products/month
992,582,Process up to 300 orders/month
992,582,Process up to 300 products/month
992,582,Batch fulfil
992,582,Automated emails & printing
992,582,Google Cloud Print integration
993,582,Process up to 1000 orders/month
993,582,Process up to 1000 products/month
993,582,Batch fulfil
993,582,Automated emails & printing
993,582,Google Cloud Print integration
994,582,Unlimited orders/month
994,582,Unlimited products/month
994,582,Batch fulfil
994,582,Automated emails & printing
994,582,Google Cloud Print integration
995,583,Unlimited Subscribers
995,583,Forms & Popups
995,583,Landing Pages
996,583,Unlimited Subscribers
996,583,Forms & Popups
996,583,Landing Pages
996,583,Cart Abandonment
996,583,Coupon Codes
996,583,Analytics / Reports
996,583,Premium Templates
996,583,A/B Testing
997,583,Autoresponders
997,583,Broadcasts
997,583,Campaign Reports
997,583,High Deliverability
997,583,Custom Domains
997,583,Premium Templates
997,583,Drip Campaigns
997,583,Drag-n-Drop Builder
999,585,For stores on the 'Basic' or 'Shopify' plan
999,585,Flat monthly fee
999,585,All alerts included
999,585,No monthly impression limit
1000,585,For stores on the 'Advanced' plan
1000,585,Flat monthly fee
1000,585,All alerts included
1000,585,No monthly impression limit
1001,585,For stores on 'Shopify Plus'
1001,585,Flat monthly fee
1001,585,All alerts included
1001,585,No monthly impression limit
1002,586,1 Gallery
1002,586,Tag up to 5 products
1002,586,Shoppable page
1002,586,Analytics
1002,586,Our branding
1003,586,Everything in FREE
1003,586,3 Galleries
1003,586,"Search by @, #"
1003,586,Unlimited product tagging
1003,586,4 widget styles
1003,586,No branding
1003,586,Moderation
1003,586,Photos Auto-Approval
1004,586,Everything in STARTER
1004,586,Unlimited Galleries
1004,586,Instant Purchases
1004,586,Auto-update (from instant to 30 min)
1005,587,1 offer can be published at a time.
1005,587,"Includes a ""Powered By In Cart Upsell"" link."
1006,587,25 Offers can be published at a time.
1006,587,All Free plan features PLUS geo-targeting.
1007,587,500 Offers can be published at a time.
1007,587,All Beginner plan features PLUS
1007,587,A/B Testing
1007,587,Options help enforce discount offer terms
1008,588,Basic free version. Limited display options.
1009,588,Includes more template and slider options.
1014,593,Try FREE for 14 days!
1014,593,Only $19.99/month after that.
1014,593,Cancel anytime.
1016,595,"Unlimited pop ups, flyouts, spin to win, etc. displays"
1016,595,Unlimited sign ups
1016,595,Sync contacts to basic ESPs
1016,595,Sync Master coupon codes to Shopify
1017,595,Target displays by URL
1017,595,Create mobile and desktop only displays
1017,595,Redirect users after sign up
1017,595,Detailed user activity feed
1017,595,Remove Privy logo
1018,595,"Dozens of advanced targeting rules like source, sessions & cart value"
1018,595,Use unique coupon codes
1018,595,Add custom HTML elements
1018,595,Track redemptions
1019,595,Sync contacts to premium ESPs
1019,595,"A/B Test forms, offers, and design"
1019,595,"Install tracking pixels, custom CSS & .js"
1019,595,1:1 Training and priority support
1020,596,Up to 10 promotions / month
1021,596,Up to 25 promotions / month
1022,597,Bulk 301 Redirects
1022,597,Group redirects to categorise and filter with ease
1022,597,Statistics and analysis
1023,597,All Basic features
1023,597,Automatic 404 tracking
1023,597,Alerts & reminders to manage 404 page errors easily
1023,597,Redirect patterns to automate redirects
1027,601,Up to 100 locations.
1027,601,"Customizable Text, Store Filters, Automatic Geolocation, Upload Stores in Bulk, Built-in Driving Directions"
1028,601,Up to 500 locations.
1028,601,"All Basic features plus Custom Map Markers, Custom Map Styling, Add Custom CSS"
1029,601,"Up to 1,000 locations."
1029,601,All Basic and Pro features plus Advanced Search Analytics
1030,602,Unlimited menus and navigation items
1030,602,Unlimited menu template choices
1030,602,Fast install to any theme
1030,602,Free for development stores
1030,602,Free support
1031,603,Up to 100 Ambassadors
1031,603,Content rights ownership
1031,603,Ambassadors Portal
1031,603,Social media analytics
1031,603,Ambassador finder
1031,603,Leads generation
1031,603,Referral codes
1032,604,Use the Watermark a Product button to select any product.
1032,604,Free & Unlimited usage!
1032,604,Restore the originals anytime.
1033,604,Unlimited Bulk Watermarks
1033,604,Unlimited Stickers and Badges
1033,604,Unlimited Usage
1033,604,"Available for shops with less than 15,000 product photos"
1034,604,Unlimited Bulk Watermarks
1034,604,Unlimited Stickers and Badges
1034,604,Unlimited Usage
1034,604,"Available for shops with 15,000 - 50,000 product photos"
1035,604,Unlimited Bulk Watermarks
1035,604,Unlimited Stickers and Badges
1035,604,Unlimited Usage
1035,604,"For shops with over 50,000 product photos"
1035,604,Price may differ
1036,605,Sales analysis
1036,605,Traffic analysis
1036,605,Customer loyalty segmentation
1036,605,Product analysis
1036,605,Email reports
1037,605,Sales analysis
1037,605,Traffic analysis
1037,605,Customer loyalty segmentation
1037,605,Product analysis
1037,605,Email reports
1037,605,Detailed reports
1037,605,Choosing a fiscal year
1038,606,Email workflow automation
1038,606,Advanced customer segmentation
1038,606,Automatic import of your products and orders
1038,606,Advanced support for discount codes
1041,609,"3,000 emails"
1041,609,Unlimited popup views
1041,609,No subscribers limit
1041,609,Popups / Exit intent
1041,609,Emails for Abandoned checkouts & Completed orders
1041,609,Newsletters
1042,610,50 image edits per month
1042,610,1 Active scheduled tasks
1042,610,Alt Text (unlimited)
1042,610,Minimize
1042,610,PNG to JPG
1042,610,Resize to Square
1042,610,Revert edited images
1042,610,30 day backup
1043,610,Starter plan features plus...
1043,610,1000 image edits per month
1043,610,5 scheduled tasks
1043,610,Image rename (unlimited)
1043,610,Resize
1043,610,Crop
1043,610,Image frame
1043,610,Watermark
1043,610,60 day backup
1044,610,Basic plan features plus...
1044,610,3000 monthly edits
1044,610,Unlimited scheduled tasks
1044,610,90 day backup
1045,610,Professional plan features plus...
1045,610,10000 monthly edits
1045,610,180 day backup
1046,611,Unlimited Order & Draft Order Edits
1046,611,Charge for Increases with Payment Requests
1046,611,Responsive Customer Service
1046,611,30-day 100% Money-back Guarantee
1047,611,Priority Customer Service
1047,611,White Glove Onboarding
1047,611,New Hire & Team Training
1047,611,Edit Order App Customizations
1047,611,All Standard Plan Features
1051,615,0 - 100 labels per month
1052,615,> 100 labels per month
1053,616,50 automated actions per month
1053,616,5 active automation
1053,616,Curated Data Tables for emails
1053,616,Multiple conditions-actions automations
1053,616,Scheduled tasks
1054,616,300 automated actions per month
1054,616,5 active automation
1054,616,All Starter plan features included
1055,616,1000 automated actions per month
1055,616,Unlimited active automation
1055,616,All Growth plan features included
1056,616,3000 automated actions per month
1056,616,Unlimited active automation
1056,616,All Basic plan features included
1057,617,"30,000 visitors management included monthly."
1058,618,Landing Page Builder
1058,618,Unlimited Pages
1058,618,30+ Page Templates
1058,618,All Elements
1058,618,SEO Controls
1058,618,Design by Screen Size
1058,618,Version Controls
1058,618,Email Support
1059,618,"Everything in Starter, plus:"
1059,618,Product Page Builder
1059,618,Blog Page Builder
1059,618,Collection Page Editor
1059,618,Premium Email Support
1060,618,"Everything in Essential, plus:"
1060,618,Content Scheduling
1060,618,Developer Tools
1060,618,Multisite Page Copy Service
1060,618,Priority Email Support
1060,618,Live Chat Support
1062,620,Unlimited product imports.
1063,620,Unlimited product imports.
1063,620,Auto-sync.
1065,622,Includes up to 2 places where you can schedule images in your store.
1066,622,Includes up to 10 places where you can schedule images in your store.
1067,622,Includes up to 30 places where you can schedule images in your store.
1068,623,"30,000 included monthly logs."
1068,623,10 days free trial.
1069,624,Unlimited Hints During Free Trial
1069,624,30 Hints Included Per Month
1069,624,Advanced Hint Composer
1069,624,Landing Pages Builder
1069,624,Follow up Automation
1069,624,Analytics
1070,624,Unlimited Hints During Free Trial
1070,624,70 Hints Included Per Month
1070,624,Advanced Hint Composer
1070,624,Landing Pages Builder
1070,624,Follow up Automation
1070,624,Analytics
1071,624,Unlimited Hints During Free Trial
1071,624,120 Hints Included Per Month
1071,624,Advanced Hint Composer
1071,624,Landing Pages Builder
1071,624,Follow up Automation
1071,624,Analytics
1073,626,Up to 30 Verifications/month
1074,626,Up to 100 Verifications/month
1075,626,Up to 250 Verifications/month
1076,626,"Up to 1,000 Verifications/month"
1081,631,"Basic plan that provides all limits, except for delivery"
1082,631,Basic plan limits
1082,631,Can show notification when customer adds limited item to cart
1082,631,Unites per day/week/months limit (great for handmade/delivery)
1084,633,"Up to 20,000 Monthly Visitors"
1084,633,* Quarterly optimization consults
1084,633,* Email support
1084,633,* Optimization for English audiences
1084,633,* 30 day free trial
1085,633,20k-100k Monthly Visitors
1085,633,Adds:
1085,633,* Tuning for addt'l languages
1085,633,* Phone support
1085,633,* Customized tuning based on your audience's reading level
1086,633,100k+ Monthly Visitors
1086,633,Adds:
1086,633,* Custom integration
1086,633,* Advanced tuning for your brand’s content and your audience’s reading level & history.
1089,636,500 impressions
1089,636,Unlimited Subscribers
1089,636,Notification Scheduling
1089,636,Back-in-stock Automation
1089,636,Price Drop Automation
1089,636,Basic Reports
1090,636,"10,000 impressions"
1090,636,All Basic Features
1090,636,Abandoned Cart Automation
1090,636,Shipping Notifications
1090,636,Hero Image Support
1090,636,Subscriber Details
1090,636,Import / Export
1093,639,Up to $5k sales / mo
1093,639,E-mail Support
1093,639,Exit Intent Coupon Box
1093,639,Geo-Targeted Newsletters
1093,639,Geo-Targeted Promotions
1093,639,Dynamic Geo-Pricing
1094,639,$5k–$15k sales / mo
1094,639,E-mail Support
1094,639,Exit Intent Coupon Box
1094,639,Geo-Targeted Newsletters
1094,639,Geo-Targeted Promotions
1094,639,Dynamic Geo-Pricing
1095,639,$15k–$25k sales / mo
1095,639,E-mail Support
1095,639,Exit Intent Coupon Box
1095,639,Geo-Targeted Newsletters
1095,639,Geo-Targeted Promotions
1095,639,Dynamic Geo-Pricing
1096,639,$25k–$500k sales / mo
1096,639,E-mail Support
1096,639,Exit Intent Coupon Box
1096,639,Geo-Targeted Newsletters
1096,639,Geo-Targeted Promotions
1096,639,Dynamic Geo-Pricing
1098,641,Shop Hours
1099,641,Shop Hours
1099,641,Pickup and Delivery Time Picker
1100,641,Shop Hours
1100,641,Pickup and Delivery Time Picker
1100,641,Special Hours - Great for unexpected closures or holidays!
1103,644,Can set and show a Banner and Background in any collection and product page
1104,644,Can set and show a Banner SLIDER and Background SLIDER in any collection and product page
1105,645,This plan is for those who are just starting out. It has all the features you need to launch your store.
1106,645,"Basic Plan is for merchants who import up to 10,000 products into their store. It also has advanced order tracking and other great features."
1107,645,"Pro Plan has all the features you need to scale your business: unlimited orders, multiple users & integrations with numerous sales channels."
1114,652,Inventory countdown
1114,652,Trust badge
1114,652,Countdown timer on product/cart page
1114,652,Promo message on product/cart page
1114,652,Product targeting on manual selection
1115,652,Starter plan features plus...
1115,652,Countdown timer on images for home/collection page
1115,652,Image label
1115,652,Get-it-by timer
1115,652,Geo targeting
1116,652,Basic plan features plus..
1116,652,BOGO on all pages
1116,652,Products targeting on tags
1116,652,Customers targeting on tags
1116,652,Customers targeting on overall spend
1120,656,1000 Customers
1120,656,Classic Customer Account page
1120,656,Reorder
1120,656,Recently Viewed Products
1120,656,Add extra page
1120,656,Multilanguage
1121,656,5000 Customers
1121,656,Classic Customer Account page
1121,656,Reorder
1121,656,Recently Viewed Products
1121,656,Add extra page
1121,656,Multilanguage
1122,656,25000 Customers
1122,656,Classic Customer Account page
1122,656,Reorder
1122,656,Recently Viewed Products
1122,656,Add extra page
1122,656,Multilanguage
1123,656,"50,000-2,50,000 customers"
1123,656,Classic Customer Account page
1123,656,Reorder
1123,656,Recently Viewed Products
1123,656,Add extra page
1123,656,Multilanguage
1123,656,Custom Layout
1123,656,Custom API
1124,657,Lifetime free 5 users
1124,657,Unlimited live chats and websites
1124,657,Live chat support in 20 languages
1124,657,"Desktop, Mobile and Browser apps"
1124,657,24/7 customer support
1125,657,Basic Plan + Numerous Features!
1125,657,Proactive live chats
1125,657,Detailed visitor info
1125,657,Canned responses
1125,657,Live chat and file transfer
1125,657,Live visitor monitoring
1128,660,* All Lucky Orange features (unlimited use)
1128,660,"* 25,000 monthly page views"
1128,660,* 1 site
1128,660,* 2 operators
1129,660,* All Lucky Orange features (unlimited use)
1129,660,"* 60,000 monthly page views (shared across sites)"
1129,660,* 3 sites
1129,660,* 4 operators
1130,660,* All Lucky Orange features (unlimited use)
1130,660,"* 200,000 monthly page views (shared across sites)"
1130,660,* 8 sites
1130,660,* 10 operators
1131,660,* All Lucky Orange features (unlimited use)
1131,660,"* 500,000 monthly page views (shared across sites)"
1131,660,* 16 sites
1131,660,* 20 operators
1135,664,All features included
1136,665,Up to 10 notifications
1137,665,Up to 100 notifications
1138,665,Up to 1000 notifications
1139,665,Unlimited notifications
1140,666,"Optimize up to 10,000 images"
1140,666,Compress using lossless or lossy
1140,666,Minify and optimize Javascript
1140,666,Minify and optimize CSS
1140,666,Automatic optimization
1141,666,"Optimize up to 20,000 images"
1141,666,Compress using lossless or lossy
1141,666,Minify and optimize Javascript
1141,666,Minify and optimize CSS
1141,666,Automatic optimization
1142,666,"Optimize up to 50,000 images"
1142,666,Compress using lossless or lossy
1142,666,Minify and optimize Javascript
1142,666,Minify and optimize CSS
1142,666,Automatic optimization
1143,667,Easy setup
1143,667,Highly customizable app
1143,667,Many reward conditions
1143,667,24/7 fast live chat support
1144,668,Bulk Uploading & Data Export
1144,668,Unlimited Traffic
1144,668,Up to 500 locations
1145,668,Bulk Uploading & Data Export
1145,668,Unlimited Traffic
1145,668,Unlimited locations
1145,668,Custom Map Themes
1146,668,Same as Pro AND:
1146,668,Powerful Analytics Suite
1146,668,White Label
1146,668,Sync from Google Drive
1146,668,Facebook Pages Integration
1146,668,Auto Remove Duplicates
1147,668,Everything in the previous plans + We build automatic data feed from users CMS to their Storemapper account (currently only new locations).
1153,674,"For shops with less than 5,000 total orders."
1153,674,Allows access to all features!
1154,674,"For shops with less than 25,000 total orders."
1154,674,Allows access to all features!
1155,674,"For shops with over 25,000 total orders."
1155,674,Allows access to all features!
1156,675,Text message notifications
1156,675,Automated gift reminders
1156,675,Retailer directory listing
1156,675,"Integrations with Shopify, BigCommerce, and WooCommerce"
1157,675,Basic+
1157,675,Gifting analytics
1157,675,Remarketing
1157,675,Occasion backgrounds
1157,675,Custom color branded gift box & interface
1157,675,Get promoted in our social channels
1158,676,Templates
1158,676,12 input types
1158,676,Dependencies
1158,676,Color/Image Swatch
1158,676,Custom option pricing
1158,676,SKU policy
1158,676,Stock management
1158,676,Sync inventory
1158,676,Advanced settings
1161,679,"$4.99 for an unlimited number of badges, valid for stores using the Basic Shopify plan only"
1162,679,"$9.99 for an unlimited number of badges, valid for stores using the Professional Shopify plan only"
1163,679,"$14.99 for an unlimited number of badges, valid for stores using the Advanced Shopify plan only"
1164,679,"$19.99 for an unlimited number of badges, valid for stores using the Plus Shopify plan only"
1165,680,100 monthly review request emails
1166,680,500 monthly review request emails
1167,680,"1,500 monthly review request emails"
1168,680,"10,000 monthly review request emails"
1170,682,"If your Shopify subscription plan is ""Lite"" or ""Basic"" you will be charged $19 per moths for our app."
1171,682,"If your Shopify subscription plan is ""Shopify"" you will be charged $49 per moths for our app."
1172,682,"If your Shopify subscription plan is ""Advance"" you will be charged $149 per moths for our app."
1173,682,"If your Shopify subscription plan is ""Shopify Plus"" you will be charged $299 per moths for our app."
1174,683,1 report template
1174,683,Report any data from your store
1174,683,Automatic Email sent at scheduled time
1174,683,Excel and CSV output formats
1174,683,Limited support
1175,683,Small plan benefits +
1175,683,10 Report templates
1175,683,Free setup
1175,683,Summarize data with Pivot table
1175,683,FTP/SFTP
1175,683,Google Sheets output
1175,683,Priority support
1176,683,Medium plan benefits +
1176,683,20 Report templates
1176,683,Hourly reports
1176,683,Custom fields
1176,683,External data import
1176,683,80% Savings vs. other reporting apps
1178,685,"Include basic features, see more in the pricing page"
1179,685,* Improve conversion rate
1179,685,* Remove Brand mark
1179,685,* See more in the pricing page
1180,685,* Free template design
1180,685,* Dedicated support
1180,685,* See more in the pricing page
1182,687,Collect Up to 20 Monthly Responses
1182,687,Download Responses
1182,687,Share Poll
1182,687,Customize Name and Title on Poll
1183,687,Collect Unlimited Monthly Responses
1183,687,All Features in the Free Plan
1183,687,+ Create Your Question
1183,687,+ Collect Shopper Email Address on Poll
1184,688,For those stores which are having only 5 products in their Online Store.
1185,688,For those stores which are having 6 to 50 products in their Online Store.
1186,688,For those stores which are having 51 to 500 products in their Online Store.
1187,688,For those stores which are having 501 to 1000 products in their Online Store.
1188,689,Your Shopify Store has up to 25 live products.
1189,689,Your Shopify Store has up to 250live products.
1190,689,Your Shopify Store has up to 1000 live products.
1191,689,Your Shopify Store has up to 5000 live products.
1193,691,1 Chargify site
1193,691,Sync 1000 Chargify Subscriptions
1193,691,Sync Customers to Shopify
1193,691,Create Orders on Shopify
1193,691,Edit Subscriptions on Shopify
1194,691,2 Chargify sites
1194,691,"Sync 10,000 Chargify Subscriptions"
1194,691,Sync Customers to Shopify
1194,691,Create Orders on Shopify
1194,691,Edit Subscriptions on Shopify
1195,691,5 Chargify sites
1195,691,"Sync 100,000 Chargify Subscriptions"
1195,691,Sync Customers to Shopify
1195,691,Create Orders on Shopify
1195,691,Edit Subscriptions on Shopify
1196,692,Send automatic invites to new online and POS customers
1196,692,Set timing delay of invites to minimum of 1 day
1196,692,Bulk Invites
1197,692,Bulk Invites
1197,692,Site Link Tool
1197,692,Block by Domain
1197,692,Block or Target by Tag
1197,692,Open + Visit Trackers
1197,692,GDPR Support
1197,692,"Send immediately, after x hours, etc."
1198,693,"Optimize your products, Products, Categories, Reviews, Ratings, Blogs and Articles with one click. Just install and you are done!"
1199,693,"Core features, plus access to Schema App Software as a Service tools tools to optimize non product, article and blog pages."
1201,695,Send Unlimited Notifications
1201,695,HTTP/S Support
1201,695,Mobile + Desktop
1201,695,Branded HTTPS Sub-domain
1201,695,"Rest API Calls - 1,000 per Month"
1201,695,Email Support
1202,695,Everything in Free +
1202,695,Automated Abandoned Checkout Notification
1202,695,Detailed Analytics
1202,695,Schedule Push
1202,695,"Auto Segments - Location, Device, OS"
1203,695,Everything in Basic +
1203,695,Automated Price Drop Alerts
1203,695,Automated Shipment Notification
1203,695,Audience Creator
1203,695,A/B Testing
1203,695,Upto 3 Multi-User Login
1204,695,Everything in Premium +
1204,695,Automated In-stock Notifications
1204,695,Complete Localization
1204,695,Multi-language Notifications
1204,695,Up to 5 Multi-User Login
1205,696,Support for Amazon products
1206,696,Support for Amazon and Macy's products
1206,696,Automated product syncing
1206,696,Real-time reporting
1207,696,"Support for Amazon, Macy's, and Bloomingdales products"
1207,696,Automated product syncing
1207,696,Real-time reporting
1208,697,Date and time picker
1208,697,Advanced notice rules
1208,697,Blackout dates
1208,697,Restrict future orders
1208,697,Shopify POS support
1208,697,Draft orders support
1208,697,+ Many more features
1209,697,Date and time picker
1209,697,Advanced notice rules
1209,697,Blackout dates
1209,697,Restrict future orders
1209,697,Shopify POS support
1209,697,Draft orders support
1209,697,+ Many more features
1210,697,All our pickup features
1210,697,All our delivery features
1210,697,Multi-location inventory
1210,697,Early access to new features
1210,697,Priority support
1211,698,Store Pickup Features
1212,698,Delivery features
1213,698,Pickup and Delivery Features
1214,699,Pricing = [API charge] + [Usage charge]
1214,699,API charge: $3 / 3K SMS/Month
1214,699,Usage charge depends on whether you use Android or SMS Gateway to send
1216,701,We provide a free custom setup for your Exportify account.
1218,703,Visitors Can Ask from Product Pages
1218,703,Hide/Publish Question and Answers.
1218,703,Answers sent to Asker via Email
1218,703,Better for SEO
1218,703,Limit - 15 Answers/Month
1219,703,Free Plan +
1219,703,Answer Unlimited Questions
1220,703,Unlimited Plan +
1220,703,View Askers' Email IDs
1220,703,Add Askers to Mailchimp List
1220,703,Advanced Response Template Editor
1220,703,Priority Support
1220,703,Language Translations
1223,706,Edit/Import prices and stock
1223,706,Export to .csv or .xlsx
1223,706,Full version unlocked for development stores on FREE plan
1224,706,All features enabled
1224,706,Migratable one-time payment licenses available
1225,707,Price optimization tools
1225,707,Automated price tests
1225,707,Price split test analytics
1225,707,"Conversion and profit analytics for variants, products & collections"
1226,707,All Basic plan features
1226,707,Demand forecasting
1226,707,Automatic seasonality estimation
1226,707,Purchase Orders
1226,707,Inventory analytics
1227,708,Up to 100 monthly orders
1227,708,3 rewards of fixed amount off
1227,708,Multi-language support
1227,708,Birthday bonus
1227,708,Custom logo & theme
1227,708,Shopper notifications
1228,708,50-1000 monthly orders*
1228,708,5-20 rewards*
1228,708,Free features+
1228,708,Bonus points campaign
1228,708,Points & codes expiration
1228,708,Advanced options
1228,708,*Subject to plan
1229,708,1000+ monthly orders*
1229,708,20+ rewards
1229,708,Premium features+
1229,708,No S Loyalty branding
1229,708,Free loyalty interfaces design
1229,708,Priority email support
1229,708,*Ask for details
1231,710,Complete inventory & order management
1231,710,Connect with Xero or Quickbooks Online
1231,710,Reporting & analytics
1231,710,TradeGecko Mobile
1231,710,1 user
1231,710,50 sales orders/month
1232,710,All Founder plan features
1232,710,Workflow automation via TradeGecko Connect
1232,710,1 eCommerce channel
1232,710,2 users
1232,710,150 sales orders per month (300/month annual)
1233,710,All Lite plan features
1233,710,B2B eComm platform
1233,710,Multi-location & multi-channel sales
1233,710,Manufacturing
1233,710,5 users
1233,710,500 sales orders / month (1000/month annual)
1234,710,All Small Business plan features
1234,710,Warehouse management Apps
1234,710,Demand Forecasting
1234,710,FBA
1234,710,API Access
1234,710,8 users
1234,710,1500 sales orders / month (3000/month annual)
1235,711,First 14 day free
1235,711,Up to 500 products
1236,711,First 14 day free
1236,711,"Up to 1,000 products (Auto upgrade from Basic plan when there are 501 to 1,000 products imported)"
1237,711,"Price by volume (Auto upgrade from PRO plan when there are more than 1,000 products imported)"
1237,711,Maximum price $164.99/mo
1238,712,Either Android or iOS Native app
1238,712,Easy UI
1238,712,Wishlist
1238,712,RTL support
1238,712,Social Sharing
1238,712,Unlimited Push notifications
1238,712,Google analytics
1238,712,Real-time syncing
1239,712,Both Android and iOS Native apps
1239,712,All STANDARD plan features included
1239,712,Multi-Language
1239,712,Unlimited Orders
1239,712,No Setup/Transaction Fees
1240,712,Both Android & iOS Native apps
1240,712,Easy UI
1240,712,Wishlist
1240,712,RTL support
1240,712,Social Sharing
1240,712,Unlimited Push notifications
1240,712,Google analytics
1240,712,Real-time syncing
1241,713,Dashboard and Reporting Access Only
1241,713,Export up to 100 customers
1242,713,Access to all features
1242,713,"For stores with up to 1,000 customers"
1243,713,Access to all features
1243,713,"For stores with up to 10,000 customers"
1244,713,Access to all features
1244,713,"For stores with up to 50,000 customers"
1246,715,Order Management (Sales Order and Purchase orders)
1246,715,Inventory Management
1246,715,Custom reports
1247,715,Order Management (Sales Orders & Purchase Orders)
1247,715,Inventory Mgt
1247,715,Multi-location
1247,715,Assembly / bundles
1247,715,Custom reports
1247,715,User Permissions
1248,716,Create Discount
1248,716,Minimum Cart Requirements
1248,716,Basic Shipping
1249,716,Discounts & Cart Requirements
1249,716,Advanced Shipping
1249,716,Manual Orders
1249,716,Individual Pricing
1249,716,Net 15/30 Orders
1249,716,Wholesale Sign Up Form
1250,716,Discount & Cart Requirements
1250,716,Advanced Shipping
1250,716,Manual Orders
1250,716,Individual Pricing
1250,716,Net 15/30 Orders
1250,716,Wholesale Sign Up Form
1250,716,Volume Discount
1250,716,Bulk Import
1251,717,"Unlimited SEO, Blog, Speed problems checks"
1251,717,Fix instructions & code
1251,717,Automatic email alerts
1251,717,Email help & support
1252,717,Automatic SEO improvements
1252,717,Free install
1252,717,Instruction videos
1252,717,Premium support
1252,717,Structured Data (+ full JSON-LD)
1252,717,Powerful SEO control
1253,718,* All stats dashboard
1253,718,* Optimized subscription prompt
1253,718,* Custom call to action banner
1253,718,* Automatic emails to all past & future customers
1254,718,* All stats dashboard
1254,718,* Optimized subscription prompt
1254,718,* Custom call to action banner
1254,718,* Automatic emails to all past & future customers
1255,718,* All stats dashboard
1255,718,* Optimized subscription prompt
1255,718,* Custom call to action banner
1255,718,* Automatic emails to all past & future customers
1256,718,* All stats dashboard
1256,718,* Optimized subscription prompt
1256,718,* Custom call to action banner
1256,718,* Automatic emails to all past & future customers
1257,719,5MB Storage Space
1257,719,Limit 25 Orders/day
1258,719,50MB Storage Space
1258,719,Unlimited Orders and Bandwidth
1259,719,2GB Storage Space + Use your own storage
1259,719,Unlimited Orders and Bandwidth
1260,719,5GB Storage Space
1260,719,Unlimited Orders and Bandwidth
1261,720,"Basic features like customizing product with logo, text, images, etc. Get the customer's design details in app backend"
1262,720,"Premium features. Additional features - Download SVG, Font upload, Change product color, Re-design from Cart"
1263,721,5 users
1263,721,Accounting Integrations
1263,721,Ecommerce Integrations ( 2 included )
1263,721,Production module
1263,721,Batch and Serial number tracking
1263,721,"100,000 SKU's"
1266,724,Instagram-Style Filters
1267,724,No POWr Logo
1267,724,Instagram-Style Filters
1267,724,Advanced Animations
1267,724,Advanced Hover Effects
1268,724,No POWr Logo
1268,724,Instagram-Style Filters
1268,724,Advanced Animations
1268,724,Advanced Hover Effects
1268,724,Custom CSS & JS
1269,724,No POWr Logo
1269,724,Set Link Behavior
1269,724,Custom CSS + JS
1269,724,FREE Business Upgrade for all 50 POWr Plugins
1271,726,Recovered revenue up to $500
1272,726,Recovered revenue from $501 up to $1000
1273,726,"Recovered revenue from $1,001 up to $1,500"
1274,726,"Recovered revenue from $1,501 up to $2,000"
1275,727,Convert web-shop visitors into retail customers
1275,727,Run location-targeted promotions for your retail and pop-up stores on your Shopify site.
1276,728,Unlimited referrers & sales
1276,728,Track sales with automated links & codes
1276,728,Product/referrer specific promotions
1277,728,All features
1278,728,All features
1279,729,Let customers choose package delivery time and date
1279,729,View all orders with shipping and delivery history
1279,729,Set non-delivery times
1280,730,"5,000 items"
1280,730,1 projects
1280,730,3 channels
1280,730,No setup costs
1280,730,14-day trial
1281,730,"15,000 items"
1281,730,1 project
1281,730,6 channels or APIs
1281,730,No setup costs
1281,730,14-day trial
1281,730,Analytics
1281,730,PPC tool*
1281,730,*Additional costs
1282,730,"30,000 items"
1282,730,1 project
1282,730,15 channels or APIs
1282,730,3 order connections
